method,top_k,query,gold,prediction,time_s,accuracy
llm_augmented,5,what is upi lite and how does it work?,"upi lite lets you make small-value payments without entering your upi pin (up to ₹5,000). it’s perfect for","upi lite lets you make small-value payments without entering your upi pin (up to ₹5,000). it’s perfect for",2.5542851000000155,100.0
retrieval_only,5,(completed) lab test #14 - pay to contact on jupiter 📞,"@jupiterlabs
, assemble!
we’re finally live with pay to contact in the jupiter app
this was a long-awaited feature, a lot of folks wanted it, and it’s here!
to access this, you will need to be on the app version 2.1.4 and above.
cards
3240×3240 152 kb
navigation
you can quickly access pay to contact on the home page.
1
1170×1439 68.9 kb
or, you could head over to the payments tab and tap on the icon under money transfer.
2
1170×2391 127 kb
create your upi number if you haven’t yet
you can now create a custom upi number that will be linked to your jupiter upi id. use it to receive payments from any upi app.
3
1170×2532 120 kb
what to test
create your upi number, check the flow, and let us know how it went.
did you face anything during the process? were you able to understand the flow?
try sending it to your friends/family. was the process smooth?
messages received while sending and receiving.
feedback on design and ui in the app.
spoiler alert
we’re building a common search for all your upi transfers. you can transfer using phone number, upi number, and upi id under 1 page.
would something like this interest you?
yes! i need this.
not at the moment.
0
voters
best reviews get
we would like to reward jupiter lab testers for helping us test the feature.
the payments team will pick 5 value adding reviews in the comment section below. the 5 reviewers will be rewarded with 1000j each. the review could mention critical bug reports if any, suggestions to improve that can change user experience drastically, etc.
note:
you will need to be part of the jupiter labs group in the community / have access to pay to contact.
your review should be in the comments below.
test duration
july 19th, friday to july 31, monday 2023
the team will announce the results of chosen reviews on august 1st, 2023
grab your lab coat and let the testing begin
good luck!
@trust_level_0","@jupiterlabs
, assemble!
we’re finally live with pay to contact in the jupiter app
this was a long-awaited feature, a lot of folks wanted it, and it’s here!
to access this, you will need to be on the app version 2.1.4 and above.
cards
3240×3240 152 kb
navigation
you can quickly access pay to contact on the home page.
1
1170×1439 68.9 kb
or, you could head over to the payments tab and tap on the icon under money transfer.
2
1170×2391 127 kb
create your upi number if you haven’t yet
you can now create a custom upi number that will be linked to your jupiter upi id. use it to receive payments from any upi app.
3
1170×2532 120 kb
what to test
create your upi number, check the flow, and let us know how it went.
did you face anything during the process? were you able to understand the flow?
try sending it to your friends/family. was the process smooth?
messages received while sending and receiving.
feedback on design and ui in the app.
spoiler alert
we’re building a common search for all your upi transfers. you can transfer using phone number, upi number, and upi id under 1 page.
would something like this interest you?
yes! i need this.
not at the moment.
0
voters
best reviews get
we would like to reward jupiter lab testers for helping us test the feature.
the payments team will pick 5 value adding reviews in the comment section below. the 5 reviewers will be rewarded with 1000j each. the review could mention critical bug reports if any, suggestions to improve that can change user experience drastically, etc.
note:
you will need to be part of the jupiter labs group in the community / have access to pay to contact.
your review should be in the comments below.
test duration
july 19th, friday to july 31, monday 2023
the team will announce the results of chosen reviews on august 1st, 2023
grab your lab coat and let the testing begin
good luck!
@trust_level_0",2.3536968999997043,100.0
llm_augmented,5,(completed) lab test #14 - pay to contact on jupiter 📞,"@jupiterlabs
, assemble!
we’re finally live with pay to contact in the jupiter app
this was a long-awaited feature, a lot of folks wanted it, and it’s here!
to access this, you will need to be on the app version 2.1.4 and above.
cards
3240×3240 152 kb
navigation
you can quickly access pay to contact on the home page.
1
1170×1439 68.9 kb
or, you could head over to the payments tab and tap on the icon under money transfer.
2
1170×2391 127 kb
create your upi number if you haven’t yet
you can now create a custom upi number that will be linked to your jupiter upi id. use it to receive payments from any upi app.
3
1170×2532 120 kb
what to test
create your upi number, check the flow, and let us know how it went.
did you face anything during the process? were you able to understand the flow?
try sending it to your friends/family. was the process smooth?
messages received while sending and receiving.
feedback on design and ui in the app.
spoiler alert
we’re building a common search for all your upi transfers. you can transfer using phone number, upi number, and upi id under 1 page.
would something like this interest you?
yes! i need this.
not at the moment.
0
voters
best reviews get
we would like to reward jupiter lab testers for helping us test the feature.
the payments team will pick 5 value adding reviews in the comment section below. the 5 reviewers will be rewarded with 1000j each. the review could mention critical bug reports if any, suggestions to improve that can change user experience drastically, etc.
note:
you will need to be part of the jupiter labs group in the community / have access to pay to contact.
your review should be in the comments below.
test duration
july 19th, friday to july 31, monday 2023
the team will announce the results of chosen reviews on august 1st, 2023
grab your lab coat and let the testing begin
good luck!
@trust_level_0","@jupiterlabs
, assemble!
we’re finally live with pay to contact in the jupiter app
this was a long-awaited feature, a lot of folks wanted it, and it’s here!
to access this, you will need to be on the app version 2.1.4 and above.
cards
3240×3240 152 kb
navigation
you can quickly access pay to contact on the home page.
1
1170×1439 68.9 kb
or, you could head over to the payments tab and tap on the icon under money transfer.
2
1170×2391 127 kb
create your upi number if you haven’t yet
you can now create a custom upi number that will be linked to your jupiter upi id. use it to receive payments from any upi app.
3
1170×2532 120 kb
what to test
create your upi number, check the flow, and let us know how it went.
did you face anything during the process? were you able to understand the flow?
try sending it to your friends/family. was the process smooth?
messages received while sending and receiving.
feedback on design and ui in the app.
spoiler alert
we’re building a common search for all your upi transfers. you can transfer using phone number, upi number, and upi id under 1 page.
would something like this interest you?
yes! i need this.
not at the moment.
0
voters
best reviews get
we would like to reward jupiter lab testers for helping us test the feature.
the payments team will pick 5 value adding reviews in the comment section below. the 5 reviewers will be rewarded with 1000j each. the review could mention critical bug reports if any, suggestions to improve that can change user experience drastically, etc.
note:
you will need to be part of the jupiter labs group in the community / have access to pay to contact.
your review should be in the comments below.
test duration
july 19th, friday to july 31, monday 2023
the team will announce the results of chosen reviews on august 1st, 2023
grab your lab coat and let the testing begin
good luck!
@trust_level_0",2.248178899999857,100.0
retrieval_only,5,about the general category,"off-topic threads that don’t fit anywhere else
happy posting!","off-topic threads that don’t fit anywhere else
happy posting!",2.852194999999938,100.0
llm_augmented,5,about the general category,"off-topic threads that don’t fit anywhere else
happy posting!","off-topic threads that don’t fit anywhere else
happy posting!",2.589729499999976,100.0
retrieval_only,5,how do i earn jewels on jupiter?,"you earn jewels when you spend using jupiter—whether it’s with upi, your debit card, or linked credit cards.","you earn jewels when you spend using jupiter—whether it’s with upi, your debit card, or linked credit cards.",4.730114700000286,100.0
llm_augmented,5,how do i earn jewels on jupiter?,"you earn jewels when you spend using jupiter—whether it’s with upi, your debit card, or linked credit cards.","you earn jewels when you spend using jupiter—whether it’s with upi, your debit card, or linked credit cards.",2.414758900000379,100.0
retrieval_only,5,about mutual funds,"hi all,
how to transfer our jupiter mutual funds to any other amc’s like groww, zerodha?","hi all,
how to transfer our jupiter mutual funds to any other amc’s like groww, zerodha?",7.151975400000083,100.0
llm_augmented,5,about mutual funds,"hi all,
how to transfer our jupiter mutual funds to any other amc’s like groww, zerodha?","hi all,
how to transfer our jupiter mutual funds to any other amc’s like groww, zerodha?",2.3773909000001368,100.0
retrieval_only,5,october 2022 | badge winners 🏅,"hall of fame time
here are our legendary community champions for october!
@the_but
@niranjan_kumar
@sai_charan
congrats! you’ll be getting the community champion badge and name tags on your profile
it’ll show up within 24hrs.
psst, we’ll be doing something fun and new with all the
@community_champions
sometime this or the next week. this is exclusively for the community champs!
stay tuned, can’t spoil more","hall of fame time
here are our legendary community champions for october!
@the_but
@niranjan_kumar
@sai_charan
congrats! you’ll be getting the community champion badge and name tags on your profile
it’ll show up within 24hrs.
psst, we’ll be doing something fun and new with all the
@community_champions
sometime this or the next week. this is exclusively for the community champs!
stay tuned, can’t spoil more",2.3435613999999987,100.0
llm_augmented,5,october 2022 | badge winners 🏅,"hall of fame time
here are our legendary community champions for october!
@the_but
@niranjan_kumar
@sai_charan
congrats! you’ll be getting the community champion badge and name tags on your profile
it’ll show up within 24hrs.
psst, we’ll be doing something fun and new with all the
@community_champions
sometime this or the next week. this is exclusively for the community champs!
stay tuned, can’t spoil more","hall of fame time
here are our legendary community champions for october!
@the_but
@niranjan_kumar
@sai_charan
congrats! you’ll be getting the community champion badge and name tags on your profile
it’ll show up within 24hrs.
psst, we’ll be doing something fun and new with all the
@community_champions
sometime this or the next week. this is exclusively for the community champs!
stay tuned, can’t spoil more",2.5025289999998677,100.0
retrieval_only,5,is tata capital unlisted shares a good investment?,i’m considering purchasing unlisted shares of tata capital through altius investech. has anyone here had experience with this investment? what are the pros and cons? any insights on the potential risks and returns would be greatly appreciated.,i’m considering purchasing unlisted shares of tata capital through altius investech. has anyone here had experience with this investment? what are the pros and cons? any insights on the potential risks and returns would be greatly appreciated.,2.4796887000002243,100.0
llm_augmented,5,is tata capital unlisted shares a good investment?,i’m considering purchasing unlisted shares of tata capital through altius investech. has anyone here had experience with this investment? what are the pros and cons? any insights on the potential risks and returns would be greatly appreciated.,i’m considering purchasing unlisted shares of tata capital through altius investech. has anyone here had experience with this investment? what are the pros and cons? any insights on the potential risks and returns would be greatly appreciated.,2.3503966000002947,100.0
retrieval_only,5,is spray engineering devices limited a good investment opportunity?,is spray engineering devices limited a good investment opportunity?,is spray engineering devices limited a good investment opportunity?,2.4193602999998802,100.0
llm_augmented,5,is spray engineering devices limited a good investment opportunity?,is spray engineering devices limited a good investment opportunity?,is spray engineering devices limited a good investment opportunity?,2.3638333999997485,100.0
retrieval_only,5,is my money safe when i invest on jupiter?,"yes. jupiter partners with trusted amcs, rbi-regulated entities, and sebi-compliant platforms to ensure your","yes. jupiter partners with trusted amcs, rbi-regulated entities, and sebi-compliant platforms to ensure your",2.536183700000038,100.0
llm_augmented,5,is my money safe when i invest on jupiter?,"yes. jupiter partners with trusted amcs, rbi-regulated entities, and sebi-compliant platforms to ensure your","yes. jupiter partners with trusted amcs, rbi-regulated entities, and sebi-compliant platforms to ensure your",2.417211899999984,100.0
